dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
opportunity,RKN^,1000,1000,0.5,0.5,2,0.0038411617279052734,0.0030159950256347656,0.0,0.0,1.4181676352962344e-07,2.835412165900426e-07
opportunity,RKN^,1000,1000,r0.1,0.515283015446537,0,0.004494905471801758,0.0030388832092285156,0.0,0.0,1.5294820561240408e-07,3.057825408659416e-07
opportunity,RKN^,1000,1000,r0.1,0.3702082822505551,1,0.0055620670318603516,0.0032498836517333984,7.640625,0.0,1.2843548590708354e-07,2.5677747978127605e-07
opportunity,RKN^,1000,1000,r0.1,0.5948319025416976,2,0.0046617984771728516,0.0031099319458007812,0.421875,0.0,1.5762577316908745e-07,3.151407738893062e-07
opportunity,RKN^,1000,1000,r0.3,1.545849046339611,0,0.004554033279418945,0.003016948699951172,0.0,0.0,5.538577134257621e-08,3.8576834103498914e-07
opportunity,RKN^,1000,1000,r0.3,1.110624846751665,1,0.0047872066497802734,0.0030100345611572266,0.0,-0.0625,1.2915449506387578e-07,4.1026389909739357e-07
opportunity,RKN^,1000,1000,r0.3,1.7844957076250927,2,0.006842851638793945,0.0032308101654052734,10.3125,-0.03125,1.251958941044754e-07,4.176092104419413e-07
opportunity,RKN^,10000,10000,0.1,0.1,0,0.06412887573242188,0.020468950271606445,58.765625,0.015625,1.1540052848859825e-10,2.3080045946994902e-10
opportunity,RKN^,10000,10000,0.1,0.1,1,0.040087223052978516,0.02928781509399414,0.0,-21.171875,1.202887417370106e-10,2.4057667794982324e-10
opportunity,RKN^,10000,10000,0.1,0.1,2,0.045018911361694336,0.02071976661682129,-0.078125,-5.25,1.124929984481029e-10,2.2498552978562767e-10
opportunity,RKN^,10000,10000,0.3,0.3,0,0.05010104179382324,0.025550127029418945,-25.15625,-3.234375,3.988432786392854e-10,7.976775323621354e-10
opportunity,RKN^,10000,10000,0.3,0.3,1,0.045513153076171875,0.025558948516845703,-7.109375,-8.21875,4.1211162597897016e-10,8.242130366762063e-10
opportunity,RKN^,10000,10000,0.3,0.3,2,0.047777652740478516,0.02796196937561035,7.015625,-4.09375,3.984241403243791e-10,7.968392522402779e-10
opportunity,RKN^,10000,10000,0.5,0.5,0,0.05355405807495117,0.033499956130981445,4.40625,-32.109375,6.485989488708109e-10,1.297171850066125e-09
opportunity,RKN^,10000,10000,0.5,0.5,1,0.05849719047546387,0.03073596954345703,31.671875,-3.765625,6.605542851084365e-10,1.3210822872889402e-09
